study_time,idle_time,break_time,tasks_completed,session_time,time_of_day,focus_score
480,180,72,6,600,afternoon,100
252,180,38,10,478,morning,98
226,180,34,6,455,afternoon,96
378,180,57,11,600,night,94
90,180,14,5,293,afternoon,73
190,180,28,5,410,afternoon,100
96,180,14,7,308,night,91
416,180,62,11,600,morning,98
228,180,34,12,450,afternoon,100
306,180,46,12,541,evening,100
420,180,63,8,600,morning,75
150,180,22,11,371,night,63
360,180,54,6,600,night,97
168,108,25,7,314,evening,77
480,180,72,6,600,morning,100
270,180,40,6,500,morning,93
378,78,57,9,528,morning,94
222,180,33,8,442,evening,99
360,180,54,12,600,night,85
188,180,28,7,413,evening,95
114,180,17,8,327,morning,77
438,180,66,7,600,night,82
378,180,57,11,600,morning,100
171,180,26,11,385,morning,100
258,180,39,7,484,morning,100
168,180,25,10,392,afternoon,99
180,180,27,6,404,night,85
332,174,50,9,562,night,100
318,78,48,11,453,afternoon,100
480,180,72,9,600,morning,98
5,180,5,8,207,evening,87
168,180,25,7,382,night,100
174,54,26,10,270,night,96
408,102,61,10,587,night,86
444,180,67,7,600,afternoon,98
294,180,44,10,523,evening,92
330,180,50,11,567,morning,92
90,180,14,6,299,afternoon,99
66,180,10,8,264,night,100
294,180,44,10,531,night,97
252,180,38,9,476,evening,96
6,120,5,8,148,night,100
258,180,39,8,495,night,100
294,180,44,10,535,night,100
408,180,61,7,600,evening,93
336,90,50,9,494,night,100
150,180,22,8,360,evening,88
198,180,30,9,418,afternoon,92
186,174,28,9,406,night,99
294,180,44,7,525,afternoon,100
240,180,36,7,463,morning,89
252,96,38,7,405,night,94
48,180,7,10,241,evening,77
5,180,5,12,204,morning,82
150,180,22,7,362,afternoon,100
144,180,22,7,360,night,87
60,180,9,11,264,morning,95
249,180,37,5,471,afternoon,85
210,180,32,9,437,evening,64
174,180,26,8,398,night,72
246,180,37,11,480,morning,100
277,180,42,8,504,morning,89
348,180,52,6,588,night,100
480,180,72,10,600,evening,100
457,180,69,12,600,afternoon,92
342,180,51,7,579,afternoon,99
432,180,65,9,600,morning,85
252,180,38,9,486,afternoon,99
282,180,42,7,519,morning,99
480,180,72,8,600,evening,100
102,180,15,8,303,morning,81
330,180,50,8,577,afternoon,97
480,180,72,8,600,night,89
240,180,36,10,470,morning,100
72,180,11,8,281,afternoon,91
192,180,29,9,409,evening,98
300,180,45,6,537,morning,100
234,126,35,8,413,morning,95
252,180,38,11,487,morning,98
102,180,15,9,308,morning,93
252,180,38,7,486,afternoon,94
282,180,42,9,513,morning,99
258,180,39,9,496,afternoon,95
330,180,50,8,571,night,94
330,180,50,9,567,morning,97
234,180,35,7,467,evening,97
348,132,52,12,545,morning,100
330,48,50,9,442,evening,89
162,180,24,11,372,evening,99
384,180,58,9,600,morning,100
186,180,28,11,407,morning,100
234,180,35,5,463,evening,82
300,48,45,10,405,night,99
66,180,10,7,267,morning,63
234,150,35,8,435,evening,74
186,180,28,8,400,afternoon,97
474,180,71,7,600,evening,99
72,180,11,11,268,night,92
400,180,60,11,600,morning,82
322,180,48,9,557,night,90
276,180,41,9,508,morning,100
222,180,33,11,442,morning,100
346,180,52,10,591,evening,99
156,180,23,6,366,night,72
336,180,50,11,583,morning,100
234,150,35,8,433,night,88
397,180,60,11,600,morning,100
420,180,63,11,600,night,99
336,60,50,8,452,evening,92
270,180,40,7,504,afternoon,94
480,132,72,5,600,afternoon,95
204,180,31,7,433,night,71
410,180,62,9,600,evening,98
138,180,21,7,351,night,78
5,180,5,11,202,night,71
208,180,31,10,424,evening,94
222,156,33,10,421,morning,88
228,180,34,11,448,afternoon,76
228,180,34,12,451,morning,100
24,180,5,5,218,afternoon,63
204,180,31,12,434,evening,95
171,180,26,10,391,morning,100
336,168,50,11,562,evening,90
426,180,64,8,600,evening,86
336,180,50,12,579,night,99
156,180,23,11,367,night,98
288,180,43,6,518,night,81
36,42,5,8,89,morning,73
306,180,46,7,545,afternoon,97
210,48,32,7,302,morning,100
336,180,50,8,577,evening,99
318,180,48,8,562,morning,93
210,180,32,9,434,morning,100
234,138,35,11,412,afternoon,100
234,180,35,11,456,afternoon,100
108,162,16,8,305,evening,81
138,168,21,7,341,night,97
258,180,39,6,491,night,74
264,114,40,8,436,evening,97
450,180,68,6,600,night,100
396,180,59,6,600,evening,100
288,180,43,8,525,evening,67
198,180,30,8,415,morning,84
342,180,51,12,592,evening,79
120,180,18,10,325,evening,100
390,162,58,7,600,afternoon,100
102,78,15,9,209,evening,98
162,180,24,5,383,afternoon,100
156,180,23,7,377,evening,77
258,180,39,8,495,night,70
390,180,58,8,600,evening,100
252,180,38,6,483,night,88
264,162,40,9,479,afternoon,100
333,180,50,12,569,morning,99
234,180,35,11,456,morning,92
258,180,39,7,493,night,99
372,180,56,8,600,evening,76
5,180,5,10,207,afternoon,72
258,180,39,5,486,morning,100
120,78,18,5,234,afternoon,91
132,156,20,10,320,afternoon,91
5,168,5,8,196,night,93
312,144,47,6,508,morning,100
54,180,8,9,257,afternoon,100
324,126,49,9,516,evening,96
264,126,40,6,443,morning,82
186,180,28,12,409,night,65
288,180,43,7,527,evening,80
300,180,45,9,533,night,77
334,180,50,7,576,night,86
429,180,64,6,600,afternoon,100
330,180,50,9,575,night,90
78,180,12,5,279,evening,82
294,90,44,8,438,morning,88
476,180,71,11,600,morning,100
181,180,27,12,402,evening,73
159,42,24,7,243,night,100
156,168,23,8,356,morning,58
242,96,36,11,384,night,73
138,180,21,5,354,afternoon,98
186,180,28,8,411,morning,100
5,180,5,7,207,afternoon,92
168,180,25,10,390,afternoon,75
114,180,17,9,323,afternoon,100
378,180,57,11,600,night,87
36,174,5,12,228,evening,49
218,144,33,5,408,night,100
102,180,15,8,306,afternoon,69
204,180,31,10,424,morning,100
294,132,44,11,487,morning,83
240,180,36,6,466,evening,100
180,180,27,7,395,morning,100
108,180,16,9,319,evening,73
156,180,23,7,378,afternoon,87
198,126,30,10,365,night,93
34,180,5,8,228,evening,93
366,180,55,8,600,afternoon,95
186,180,28,12,405,evening,88
192,150,29,9,384,morning,100
318,180,48,10,559,evening,100
78,180,12,8,288,evening,100
5,180,5,6,201,afternoon,71
216,180,32,6,447,morning,68
203,180,30,8,423,morning,97
342,180,51,11,581,afternoon,69
456,24,68,11,559,evening,100
288,180,43,8,518,afternoon,81
221,114,33,11,379,afternoon,100
120,180,18,10,331,evening,100
84,180,13,7,294,evening,99
288,180,43,9,526,morning,100
216,156,32,7,413,night,96
138,144,21,5,313,afternoon,100
240,174,36,7,455,afternoon,65
150,180,22,9,370,morning,96
192,180,29,10,414,night,94
5,180,5,9,208,evening,100
168,180,25,6,391,evening,77
174,78,26,5,290,afternoon,66
252,180,38,10,479,evening,95
426,180,64,10,600,morning,90
96,180,14,8,301,night,100
96,180,14,7,296,afternoon,90
312,180,47,6,545,morning,87
102,60,15,9,185,afternoon,100
390,180,58,8,600,evening,96
222,180,33,7,446,morning,100
270,180,40,7,499,night,97
245,180,37,5,475,morning,100
282,180,42,5,520,evening,93
408,180,61,11,600,evening,95
372,180,56,12,600,morning,82
288,180,43,7,528,evening,90
318,180,48,9,563,evening,92
222,180,33,8,445,night,100
176,180,26,10,397,evening,98
306,36,46,8,399,evening,90
318,180,48,6,564,afternoon,86
306,180,46,9,539,evening,92
114,180,17,8,326,evening,98
204,180,31,6,421,night,83
234,144,35,8,418,night,100
66,180,10,11,269,morning,68
168,180,25,6,385,afternoon,94
228,180,34,8,448,evening,67
210,180,32,10,428,morning,92
180,180,27,10,401,morning,82
150,180,22,6,359,evening,81
204,30,31,6,276,evening,100
372,156,56,7,600,night,99
239,144,36,11,425,afternoon,92
480,180,72,6,600,night,93
324,132,49,10,517,night,97
108,180,16,7,323,evening,100
276,162,41,6,484,night,100
396,180,59,6,600,afternoon,99
304,180,46,8,547,night,90
480,180,72,5,600,night,100
347,180,52,7,594,night,76
5,168,5,10,191,morning,97
462,180,69,9,600,evening,98
126,114,19,8,264,afternoon,81
276,90,41,9,425,morning,77
198,180,30,6,413,evening,81
174,180,26,9,390,evening,62
234,180,35,9,454,afternoon,80
234,180,35,8,454,afternoon,100
384,180,58,9,600,morning,76
354,144,53,5,562,morning,97
318,180,48,7,564,morning,98
174,180,26,7,395,morning,98
216,180,32,9,442,night,67
5,180,5,9,198,night,86
282,126,42,9,464,afternoon,80
252,180,38,5,488,night,74
270,90,40,11,411,night,76
288,180,43,10,519,night,93
324,180,49,10,560,morning,95
132,96,20,5,257,afternoon,82
312,156,47,5,523,morning,97
432,180,65,8,600,afternoon,89
282,180,42,10,518,night,93
12,180,5,6,205,evening,100
174,180,26,5,397,evening,94
5,180,5,7,209,evening,83
294,180,44,7,535,morning,79
282,180,42,8,511,morning,92
126,180,19,5,339,night,91
264,180,40,12,498,afternoon,87
210,180,32,10,440,afternoon,85
282,180,42,6,522,evening,98
180,180,27,5,396,evening,97
342,180,51,8,581,morning,97
132,180,20,6,342,morning,81
414,102,62,9,594,night,96
342,180,51,6,578,morning,70
180,180,27,10,395,afternoon,73
390,180,58,5,600,evening,76
114,120,17,8,267,night,83
354,180,53,9,592,evening,87
240,132,36,11,420,evening,100
198,180,30,12,417,morning,92
33,180,5,7,225,morning,99
294,180,44,8,533,night,99
323,108,48,8,490,night,86
165,180,25,5,380,afternoon,91
248,180,37,6,472,morning,85
240,180,36,10,475,morning,80
174,180,26,8,388,evening,59
210,180,32,11,436,night,98
156,180,23,7,376,night,66
238,180,36,6,473,afternoon,100
318,180,48,9,558,night,84
414,180,62,6,600,evening,98
276,162,41,10,495,morning,95
354,180,53,9,600,morning,100
342,60,51,8,460,evening,94
204,180,31,12,422,afternoon,100
36,180,5,7,226,morning,73
258,180,39,6,486,morning,95
234,180,35,8,460,afternoon,84
480,24,72,11,595,afternoon,98
168,48,25,5,246,evening,100
198,180,30,7,425,morning,73
372,180,56,7,600,night,97
192,102,29,12,328,night,93
72,180,11,10,276,morning,95
390,180,58,5,600,night,81
96,180,14,11,306,afternoon,81
204,180,31,9,430,morning,100
90,180,14,9,298,morning,100
132,180,20,7,347,evening,100
270,180,40,8,504,evening,72
138,180,21,5,357,night,73
480,180,72,8,600,night,90
397,180,60,10,600,afternoon,97
360,180,54,12,599,afternoon,98
480,180,72,6,600,evening,100
342,174,51,10,582,night,82
480,180,72,6,600,morning,100
210,180,32,7,431,afternoon,71
138,180,21,7,355,evening,100
186,120,28,6,342,afternoon,97
6,180,5,9,209,evening,94
480,168,72,11,600,afternoon,100
240,180,36,9,473,night,84
132,42,20,12,207,night,77
210,36,32,11,290,morning,91
127,180,19,6,337,morning,80
432,180,65,9,600,afternoon,100
204,180,31,12,426,morning,84
198,180,30,12,413,afternoon,100
102,126,15,5,258,evening,76
180,66,27,12,282,night,80
162,180,24,9,380,afternoon,62
150,180,22,11,362,afternoon,87
252,120,38,9,418,afternoon,100
282,180,42,10,520,afternoon,100
174,180,26,11,386,afternoon,96
462,180,69,10,600,night,97
138,180,21,6,351,night,96
306,180,46,12,549,morning,91
336,180,50,7,581,afternoon,100
228,180,34,10,456,evening,93
144,180,22,11,365,evening,97
324,180,49,6,572,morning,89
306,126,46,8,488,afternoon,84
246,180,37,10,473,morning,98
150,180,22,5,357,morning,100
312,96,47,11,469,afternoon,97
222,180,33,7,441,morning,92
174,180,26,9,398,evening,86
240,180,36,5,474,afternoon,96
186,180,28,6,402,night,89
324,180,49,9,560,afternoon,71
228,156,34,11,429,night,96
234,162,35,7,450,afternoon,100
306,156,46,6,525,evening,93
276,180,41,11,510,night,100
210,180,32,8,431,evening,72
252,180,38,8,479,evening,82
426,180,64,10,600,afternoon,100
59,180,9,10,261,morning,79
300,180,45,12,542,afternoon,70
378,168,57,6,600,afternoon,94
342,162,51,7,567,afternoon,77
480,180,72,6,600,morning,100
192,72,29,9,298,night,96
96,78,14,11,204,night,83
450,180,68,6,600,morning,100
234,180,35,9,456,evening,87
390,180,58,9,600,afternoon,100
288,180,43,11,519,morning,100
192,180,29,6,413,evening,100
216,180,32,7,445,afternoon,59
354,180,53,7,592,afternoon,100
276,180,41,8,502,evening,100
42,180,6,9,246,afternoon,84
336,180,50,10,571,evening,79
240,96,36,10,380,evening,82
198,180,30,9,422,morning,91
294,180,44,11,532,morning,99
318,180,48,10,563,afternoon,91
84,180,13,6,284,evening,91
468,180,70,12,600,morning,100
196,180,29,9,422,morning,97
144,180,22,8,363,afternoon,100
228,180,34,6,457,evening,70
294,180,44,8,537,night,99
258,180,39,10,484,evening,100
168,156,25,7,355,night,65
216,180,32,8,444,evening,91
228,180,34,7,458,night,100
193,180,29,10,418,evening,58
150,180,22,9,362,night,54
84,180,13,11,283,evening,63
342,180,51,8,583,afternoon,98
234,180,35,12,464,evening,71
186,180,28,10,413,morning,100
287,180,43,5,520,night,99
326,180,49,6,564,night,90
360,180,54,7,600,night,95
5,102,5,11,126,evening,87
186,180,28,7,409,afternoon,100
234,138,35,11,425,night,100
312,180,47,11,544,evening,78
99,180,15,10,300,night,95
102,180,15,6,316,afternoon,79
438,180,66,6,600,evening,100
192,180,29,6,417,evening,82
308,180,46,6,545,afternoon,100
5,180,5,11,197,evening,61
168,180,25,5,382,afternoon,71
348,180,52,12,599,morning,98
149,180,22,10,359,afternoon,76
306,180,46,9,550,morning,100
480,90,72,11,600,night,100
348,180,52,6,589,morning,99
153,180,23,9,372,night,80
324,180,49,10,569,evening,100
258,162,39,8,473,afternoon,88
366,180,55,6,600,morning,100
396,180,59,9,600,night,95
306,72,46,6,430,morning,100
298,180,45,6,535,morning,96
240,180,36,11,474,afternoon,58
114,180,17,9,321,afternoon,88
228,180,34,10,447,afternoon,86
270,180,40,11,498,afternoon,100
318,180,48,12,554,night,100
84,42,13,11,153,evening,97
186,180,28,6,401,evening,82
114,180,17,11,329,morning,100
54,180,8,6,253,morning,100
306,180,46,7,548,evening,100
216,54,32,9,314,afternoon,88
144,120,22,10,295,night,89
108,180,16,6,315,evening,86
216,180,32,9,446,afternoon,100
150,180,22,11,370,night,58
318,180,48,7,555,afternoon,100
234,180,35,6,463,night,91
348,180,52,7,585,evening,100
84,180,13,8,289,evening,90
186,180,28,11,410,night,95
306,180,46,8,540,morning,83
144,180,22,10,351,evening,100
192,108,29,7,347,morning,97
270,180,40,10,502,night,75
420,180,63,6,600,night,75
480,180,72,10,600,night,95
318,96,48,11,467,morning,91
210,180,32,10,434,afternoon,72
334,180,50,10,582,morning,95
60,180,9,11,259,afternoon,94
186,84,28,8,304,morning,99
126,180,19,9,339,afternoon,99
294,180,44,11,530,afternoon,100
396,78,59,5,546,evening,76
114,180,17,9,330,night,88
91,180,14,9,304,night,87
180,180,27,6,393,afternoon,66
222,180,33,6,450,morning,99
132,180,20,8,340,morning,81
346,180,52,8,584,morning,98
414,180,62,5,600,morning,96
258,180,39,5,492,afternoon,92
168,180,25,12,383,night,88
48,162,7,11,227,morning,76
384,126,58,7,585,evening,89
60,102,9,6,182,morning,99
234,42,35,9,316,afternoon,96
348,60,52,11,479,morning,80
258,156,39,8,466,morning,100
289,180,43,10,521,evening,80
192,180,29,11,412,afternoon,78
333,180,50,10,571,afternoon,98
270,180,40,7,502,morning,92
198,168,30,9,403,morning,95
306,180,46,5,538,night,83
228,180,34,9,454,night,76
246,168,37,11,463,afternoon,86
120,72,18,12,220,morning,100
318,180,48,12,559,night,100
201,180,30,11,416,morning,81
474,180,71,8,600,afternoon,100
336,78,50,11,481,afternoon,89
330,180,50,10,565,afternoon,99
480,180,72,11,600,afternoon,100
384,180,58,9,600,night,100
235,180,35,6,467,afternoon,93
126,180,19,10,339,night,74
204,78,31,6,326,morning,64
264,180,40,11,491,afternoon,69
216,180,32,9,437,morning,91
210,180,32,10,433,morning,69
132,180,20,11,350,morning,87
276,180,41,8,510,evening,100
54,138,8,9,206,evening,95
312,180,47,6,546,afternoon,94
312,180,47,11,544,morning,99
216,180,32,5,435,night,89
203,180,30,10,431,night,97
420,180,63,6,600,evening,93
216,180,32,6,446,morning,56
252,138,38,8,437,evening,80
283,180,42,11,522,afternoon,86
246,180,37,12,470,morning,100
354,72,53,8,497,afternoon,89
78,180,12,10,282,evening,94
252,180,38,7,480,night,92
384,138,58,11,593,night,100
129,156,19,11,312,night,87
132,180,20,12,345,morning,67
264,180,40,9,503,evening,63
384,180,58,6,600,afternoon,100
138,180,21,9,352,night,91
388,24,58,11,484,morning,78
354,180,53,9,599,evening,96
240,54,36,5,349,night,72
96,180,14,8,309,evening,61
204,180,31,9,423,afternoon,100
138,180,21,7,350,evening,96
204,180,31,5,432,evening,74
365,180,55,7,600,morning,100
210,180,32,7,436,afternoon,81
294,180,44,9,531,afternoon,100
60,180,9,5,254,morning,77
66,180,10,6,264,evening,80
234,180,35,10,466,afternoon,93
168,180,25,11,388,morning,83
198,180,30,6,416,evening,76
354,180,53,11,592,evening,100
96,180,14,6,297,night,89
409,144,61,6,600,morning,100
72,180,11,8,272,evening,76
192,180,29,10,411,evening,100
204,174,31,12,422,night,79
432,150,65,6,600,morning,100
438,180,66,8,600,morning,98
5,156,5,9,180,morning,66
36,180,5,5,229,night,92
288,180,43,7,527,morning,85
204,180,31,9,422,night,97
18,36,5,9,69,morning,92
252,120,38,12,416,afternoon,100
306,180,46,9,539,morning,99
144,180,22,11,351,afternoon,89
288,180,43,7,525,night,73
258,180,39,6,487,afternoon,78
246,180,37,8,468,evening,82
408,156,61,11,600,afternoon,100
280,180,42,8,521,evening,100
212,180,32,10,438,night,74
462,180,69,6,600,morning,92
222,180,33,6,452,night,95
5,180,5,11,205,evening,67
216,180,32,5,433,morning,64
468,180,70,12,600,morning,100
246,150,37,11,445,evening,95
246,180,37,6,480,night,73
132,60,20,7,222,afternoon,98
318,180,48,6,551,night,93
240,180,36,7,465,morning,94
138,180,21,9,354,morning,99
102,180,15,9,311,morning,82
342,180,51,11,588,morning,76
312,180,47,7,558,night,72
270,180,40,11,504,afternoon,82
5,180,5,10,199,afternoon,69
287,180,43,9,516,evening,100
342,114,51,7,515,evening,98
340,180,51,11,588,evening,77
235,168,35,10,447,night,69
181,180,27,10,399,evening,100
30,150,5,11,191,morning,87
132,162,20,9,322,morning,90
234,180,35,12,455,morning,90
312,102,47,7,480,night,100
477,66,72,9,600,night,100
222,180,33,8,454,night,67
102,180,15,9,306,evening,65
372,180,56,6,600,afternoon,97
246,180,37,9,471,morning,62
168,180,25,6,380,afternoon,88
480,180,72,10,600,evening,89
216,180,32,8,445,night,98
300,180,45,10,531,morning,100
336,180,50,7,583,night,76
348,180,52,9,588,morning,98
169,180,25,11,390,afternoon,78
222,180,33,10,452,morning,90
294,180,44,11,536,afternoon,100
360,180,54,10,600,afternoon,87
174,180,26,7,391,afternoon,100
342,180,51,8,581,night,100
204,180,31,9,428,night,88
342,180,51,9,583,morning,92
240,180,36,12,467,morning,86
132,180,20,8,342,night,86
354,180,53,8,598,night,81
228,180,34,9,447,afternoon,100
96,180,14,10,302,night,87
432,180,65,12,600,night,73
144,36,22,10,212,evening,99
5,180,5,5,209,afternoon,76
90,180,14,11,302,afternoon,92
312,180,47,6,549,morning,100
234,180,35,9,459,morning,82
462,180,69,7,600,evening,100
102,180,15,11,312,night,70
204,132,31,5,375,afternoon,70
162,180,24,8,374,evening,82
9,120,5,9,141,night,69
338,180,51,6,585,morning,81
102,120,15,6,249,morning,96
174,126,26,7,340,morning,100
366,180,55,8,600,afternoon,93
186,180,28,9,400,afternoon,77
216,180,32,12,441,night,72
462,180,69,5,600,afternoon,85
198,180,30,11,422,night,98
30,180,5,6,230,afternoon,85
270,180,40,11,504,afternoon,93
22,180,5,11,224,morning,93
144,180,22,6,361,afternoon,95
306,78,46,6,443,evening,100
90,180,14,11,292,afternoon,80
256,126,38,5,435,afternoon,81
264,138,40,9,448,night,72
456,180,68,8,600,afternoon,69
54,180,8,6,259,morning,90
90,180,14,7,292,afternoon,91
180,180,27,6,395,evening,77
276,180,41,10,515,afternoon,100
210,180,32,7,440,afternoon,78
470,180,70,6,600,night,92
5,180,5,9,203,evening,75
354,180,53,6,595,evening,87
420,180,63,9,600,afternoon,81
192,180,29,11,419,morning,100
138,180,21,5,349,night,61
287,144,43,5,484,afternoon,92
339,180,51,6,584,night,76
36,180,5,6,237,afternoon,92
138,180,21,12,346,night,87
318,180,48,12,557,evening,100
348,180,52,10,599,evening,100
234,108,35,6,393,morning,81
288,180,43,9,522,evening,100
385,180,58,8,600,afternoon,93
326,96,49,5,480,afternoon,100
282,180,42,11,523,afternoon,100
330,180,50,9,578,evening,100
228,180,34,8,455,morning,85
258,180,39,11,482,morning,85
264,180,40,10,497,evening,95
136,180,20,12,348,evening,86
318,150,48,9,527,evening,84
216,180,32,9,441,night,95
270,180,40,12,499,evening,100
240,132,36,7,427,afternoon,78
174,180,26,12,388,evening,39
320,180,48,6,560,night,100
246,180,37,9,477,morning,97
340,180,51,6,580,afternoon,100
216,180,32,6,437,morning,99
24,180,5,8,224,evening,97
258,180,39,9,493,morning,100
228,132,34,12,406,afternoon,70
282,180,42,11,511,afternoon,100
210,168,32,5,421,night,69
396,180,59,10,600,evening,65
174,180,26,9,395,afternoon,100
330,180,50,12,570,evening,83
462,180,69,9,600,night,99
192,180,29,9,406,night,83
444,180,67,6,600,evening,99
145,180,22,11,357,afternoon,100
144,180,22,10,353,morning,87
312,180,47,11,548,afternoon,66
282,180,42,5,510,afternoon,93
102,180,15,9,312,afternoon,61
450,180,68,8,600,afternoon,81
102,180,15,11,310,afternoon,96
240,180,36,10,468,night,67
318,180,48,11,561,morning,89
348,150,52,10,555,night,100
412,180,62,9,600,afternoon,95
192,180,29,8,407,evening,86
90,180,14,8,301,morning,92
96,180,14,9,298,night,97
138,180,21,6,350,evening,100
298,180,45,8,542,morning,100
5,132,5,6,159,evening,77
420,180,63,9,600,morning,100
5,180,5,5,200,afternoon,97
414,96,62,8,582,afternoon,94
42,180,6,9,237,afternoon,100
480,114,72,7,600,afternoon,100
78,180,12,7,276,night,53
132,114,20,8,273,morning,78
264,108,40,10,429,morning,97
198,180,30,5,418,night,77
312,180,47,6,554,afternoon,100
276,180,41,9,511,morning,92
180,180,27,8,404,afternoon,77
120,138,18,7,286,morning,71
246,180,37,8,475,night,85
180,162,27,6,382,evening,97
343,180,51,9,588,morning,100
132,180,20,12,337,night,63
264,180,40,12,490,night,80
222,48,33,7,312,morning,95
306,180,46,9,540,night,100
324,144,49,6,536,evening,100
258,144,39,8,449,night,100
421,180,63,6,600,evening,78
252,180,38,7,484,morning,79
156,96,23,5,289,night,78
396,180,59,11,600,night,90
324,150,49,10,538,morning,92
336,180,50,5,582,morning,100
192,180,29,9,409,evening,96
324,180,49,8,561,morning,72
228,180,34,6,454,evening,95
48,180,7,6,253,morning,96
270,180,40,9,499,morning,97
102,138,15,7,268,afternoon,92
302,180,45,9,546,afternoon,100
264,174,40,12,491,afternoon,100
326,180,49,9,571,night,89
300,180,45,9,542,night,96
72,180,11,7,276,morning,79
330,138,50,6,532,morning,91
240,180,36,9,461,afternoon,87
210,180,32,8,432,morning,91
138,180,21,11,345,evening,66
66,180,10,7,262,evening,67
366,42,55,10,474,afternoon,92
282,180,42,6,512,morning,85
186,180,28,7,403,evening,70
162,180,24,8,384,morning,69
294,180,44,8,536,morning,68
480,180,72,8,600,evening,98
126,180,19,7,343,morning,89
109,156,16,6,300,evening,93
336,180,50,12,577,afternoon,81
258,180,39,5,483,morning,85
96,180,14,8,302,afternoon,95
372,78,56,12,522,evening,100
54,180,8,12,249,evening,88
132,180,20,7,345,afternoon,56
246,78,37,6,378,morning,99
444,180,67,5,600,afternoon,96
138,120,21,7,289,morning,72
5,24,5,9,44,morning,100
372,180,56,8,600,morning,100
228,180,34,9,461,morning,83
5,180,5,11,199,morning,68
294,180,44,9,532,morning,77
324,180,49,6,567,afternoon,100
102,180,15,12,315,evening,90
240,150,36,9,442,evening,74
337,180,51,11,577,morning,91
252,96,38,8,404,night,76
264,180,40,6,494,night,98
264,180,40,7,497,morning,100
396,180,59,6,600,evening,98
456,180,68,10,600,evening,84
228,180,34,7,461,morning,100
144,36,22,9,216,afternoon,62
264,180,40,11,501,night,70
282,168,42,10,500,morning,84
90,180,14,6,295,afternoon,72
255,180,38,11,487,night,85
144,180,22,6,354,night,78
232,180,35,6,453,night,74
390,180,58,9,600,afternoon,89
289,168,43,7,515,evening,100
210,180,32,6,431,evening,92
90,180,14,11,294,morning,77
132,180,20,7,344,morning,100
54,180,8,10,248,morning,81
306,180,46,10,546,night,100
372,180,56,5,600,night,79
139,180,21,7,358,afternoon,100
174,180,26,11,386,afternoon,100
462,180,69,6,600,evening,83
246,180,37,5,472,morning,90
264,180,40,5,494,night,100
231,180,35,11,463,evening,100
354,180,53,5,597,afternoon,100
420,180,63,11,600,evening,94
288,180,43,8,522,morning,90
296,180,44,11,535,afternoon,100
126,108,19,11,263,night,75
443,180,66,9,600,morning,98
5,180,5,12,199,morning,100
416,180,62,6,600,morning,90
221,156,33,5,419,morning,81
393,180,59,8,600,morning,94
204,180,31,8,420,afternoon,97
334,180,50,9,578,morning,98
168,180,25,9,387,morning,87
288,180,43,12,528,evening,100
150,168,22,11,349,morning,100
261,180,39,10,492,evening,82
480,180,72,8,600,afternoon,98
222,180,33,8,446,evening,96
194,180,29,5,414,morning,100
228,180,34,11,452,evening,77
300,180,45,9,537,afternoon,100
276,180,41,5,515,evening,87
372,156,56,12,600,morning,100
353,180,53,10,600,morning,100
408,120,61,9,600,afternoon,100
282,180,42,11,515,morning,100
314,180,47,6,551,night,97
5,180,5,8,209,afternoon,92
132,180,20,7,344,night,98
282,180,42,7,521,evening,100
360,180,54,11,600,morning,86
318,156,48,8,531,evening,91
210,180,32,6,434,evening,89
90,180,14,11,293,morning,100
480,180,72,6,600,night,99
274,180,41,6,513,evening,95
18,114,5,8,146,afternoon,93
143,180,21,10,356,evening,95
198,180,30,9,423,afternoon,65
378,180,57,8,600,morning,100
120,180,18,11,330,afternoon,82
198,180,30,5,424,morning,76
192,180,29,7,407,night,70
234,180,35,8,466,morning,76
180,180,27,9,399,night,99
5,144,5,9,169,night,89
108,180,16,10,315,afternoon,74
198,180,30,6,414,night,79
210,180,32,10,439,morning,82
264,180,40,7,496,night,95
210,174,32,6,421,morning,78
308,42,46,10,410,night,63
192,180,29,8,414,evening,94
312,180,47,6,555,evening,95
462,180,69,7,600,evening,79
186,180,28,12,411,evening,70
90,180,14,10,301,morning,71
228,36,34,11,313,morning,96
285,174,43,12,519,morning,100
390,180,58,8,600,afternoon,94
204,126,31,11,376,night,91
114,180,17,5,316,afternoon,98
144,180,22,7,364,afternoon,100
342,180,51,5,590,evening,96
324,114,49,8,506,afternoon,100
237,180,36,8,468,evening,95
479,174,72,10,600,afternoon,100
180,180,27,7,392,evening,95
277,180,42,8,505,night,94
300,180,45,12,539,morning,100
336,180,50,8,573,afternoon,100
366,72,55,5,502,evening,100
366,180,55,11,600,morning,80
348,180,52,6,594,evening,92
404,180,61,10,600,evening,74
462,180,69,11,600,afternoon,100
372,180,56,9,600,morning,98
150,180,22,11,367,afternoon,80
216,180,32,9,446,evening,91
84,180,13,10,288,afternoon,62
312,150,47,7,524,afternoon,73
180,180,27,6,397,morning,98
120,180,18,8,328,afternoon,93
282,180,42,11,509,night,94
276,180,41,9,512,morning,100
174,180,26,7,397,evening,94
221,156,33,10,415,night,82
120,174,18,9,329,afternoon,100
366,180,55,10,600,morning,93
295,180,44,6,535,morning,87
228,180,34,7,461,night,70
24,180,5,5,215,afternoon,98
366,180,55,7,600,night,97
78,180,12,10,284,morning,99
288,180,43,9,527,afternoon,99
186,168,28,9,398,evening,89
415,180,62,6,600,morning,100
198,96,30,8,330,night,87
414,180,62,10,600,night,87
396,180,59,6,600,morning,92
120,180,18,12,335,morning,91
168,180,25,11,392,evening,79
